id,observed_on,latitude,longitude,positional_accuracy,private_place_guess,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id
84592049,2021-06-26,43.648032697,-79.4652879238,15,,New Jersey tea,Ceanothus americanus,,Plantae,129315
84592168,2021-06-26,43.6504832425,-79.4630395551,8,,Silver-spotted Skipper,Epargyreus clarus,饴弄蝶,Insecta,81559
84592384,2021-06-26,43.6505282127,-79.4632293183,4,,liseron des champs,Convolvulus arvensis,田旋花,Plantae,53021
84592561,2021-06-26,43.6505400662,-79.4632045666,2,,Essex Skipper,Thymelicus lineola,线豹弄蝶,Insecta,58484
84592717,2021-06-26,43.6504885175,-79.4630580594,8,,blue vervain,Verbena hastata,蓝花马鞭草,Plantae,60251
84592869,2021-06-26,43.6505205066,-79.4631314278,8,,Common Thread-waisted Wasp,Ammophila procera,,Insecta,129147
84595865,2021-06-26,43.6446342468,-79.45677948,51,,Black Firefly,Lucidota atra,,Insecta,224157
84603045,2021-06-26,43.6435546875,-79.4570846558,22,,Zebra Jumping Spider,Salticus scenicus,斑马蛛,Arachnida,68901
84606604,2021-06-26,43.6457015993,-79.4689708203,114,,Eastern Forktail,Ischnura verticalis,,Insecta,84722
84606681,2021-06-26,43.6457639508,-79.4689832255,79,,Eastern Forktail,Ischnura verticalis,,Insecta,84722
84606858,2021-06-26,43.645511633,-79.4688638672,62,,Eastern Forktail,Ischnura verticalis,,Insecta,84722
84607056,2021-06-26,43.648944035,-79.4702639803,255,,Orchard Orbweaver,Leucauge venusta,脉银鳞蛛,Arachnida,778499
84607355,2021-06-26,43.6486621332,-79.4702773914,149,,Common candy-striped spider,Enoplognatha ovata,卵形齿螯蛛,Arachnida,219195
84607655,2021-06-26,43.6481080298,-79.4702985138,86,,bittersweet nightshade,Solanum dulcamara,欧白英,Plantae,55620
84607859,2021-06-26,43.6508307051,-79.4687287509,188,,Narrow-headed Marsh Fly,Helophilus fasciatus,,Insecta,119561
84608184,2021-06-26,43.6506866051,-79.4688122347,141,,Candy-striped Spider complex,Enoplognatha ovata,卵形齿螯蛛-种团,Arachnida,1255692
84608595,2021-06-26,43.6507487088,-79.4675613195,56,,Red-banded Leafhopper,Graphocephala coccinea,,Insecta,56925
84610575,2021-06-26,43.6464148774,-79.4673799351,230,,Japanese Beetle,Popillia japonica,日本弧丽金龟,Insecta,67760
84610811,2021-06-26,43.646843568,-79.4676018879,220,,Striped Hairstreak,Satyrium liparops,,Insecta,58541
84619098,2021-06-19,43.6472222222,-79.4672222222,,,Sundial Lupine,Lupinus perennis,,Plantae,81528
84619322,2021-06-26,43.6513837625,-79.475452347,1592,,Two-spotted Bumble Bee,Bombus bimaculatus,,Insecta,52779
84623519,2021-06-26,43.63493,-79.4730216667,5,,viper's-bugloss,Echium vulgare,蓝蓟,Plantae,56174
84630747,2021-06-26,43.636956825,-79.4597515651,5,,common yarrow,Achillea millefolium,蓍,Plantae,52821
84683473,2021-06-26,43.6348633333,-79.47255,5,,common St. John's-wort,Hypericum perforatum,贯叶连翘,Plantae,56077
84689301,2021-06-23,43.6483466667,-79.4816666667,6,,Red-belted Bumble Bee,Bombus rufocinctus,,Insecta,144011
84697009,2021-06-27,43.6532729722,-79.4807789722,,,Red-tailed Hawk,Buteo jamaicensis,红尾鵟,Aves,5212
84723215,2021-06-27,43.6458119881,-79.4646910205,237,,American Toad,Anaxyrus americanus,美国蟾蜍,Amphibia,64968
84724508,2021-06-27,43.636745,-79.4494033333,4,,Northern Mockingbird,Mimus polyglottos,小嘲鸫,Aves,14886
84729029,2021-06-27,43.6474137557,-79.449395002,65,,tree-of-heaven,Ailanthus altissima,臭椿,Plantae,57278
84734710,2021-06-27,43.6443923857,-79.4573353661,17,,Spongy Moth,Lymantria dispar,舞毒蛾,Insecta,47802
84742792,2021-06-27,43.6533082674,-79.4629287394,15,,broadleaf enchanter's nightshade,Circaea canadensis,加拿大水珠草,Plantae,204271
84743092,2021-06-27,43.6475741607,-79.4660926647,122,,Turkey Vulture,Cathartes aura,红头美洲鹫,Aves,4756
84743264,2021-06-27,43.6480349225,-79.4655019633,31,,House Wren,Troglodytes aedon,莺鹪鹩,Aves,7562
84746268,2021-06-24,43.646777232,-79.4584945376,296,,House Finch,Haemorhous mexicanus,美洲家朱雀,Aves,199840
84781513,2021-06-27,43.652080694,-79.475565465,1496,,Cabbage White,Pieris rapae,菜粉蝶,Insecta,55626
84793931,2021-06-27,43.64875,-79.4793333333,10,,Yellow Salsify,Tragopogon dubius,长喙婆罗门参,Plantae,54143
84805414,2021-06-26,43.6479416037,-79.4676126167,129,,Little Glassywing,Vernia verna,,Insecta,1363161
84805468,2021-06-26,43.6483057512,-79.4678456336,67,,Bumble Bee Mimic Robber Fly,Laphria thoracica,,Insecta,61595
84809832,2021-06-26,43.6528549756,-79.4640260176,30,,Acanthocephala terminalis,Acanthocephala terminalis,,Insecta,61445
84809950,2021-05-10,43.6451435867,-79.4686529785,165,,Wood Duck,Aix sponsa,林鸳鸯,Aves,7107
84811061,2021-06-26,43.652820106,-79.4629957267,30,,Common Wood-Nymph,Cercyonis pegala,,Insecta,58606
84811788,2021-06-23,43.6529240976,-79.4625024412,30,,Painted Lady,Vanessa cardui,小红蛱蝶,Insecta,48548
84813022,2021-06-26,43.6526724389,-79.4632263056,30,,Rustic Borer,Xylotrechus colonus,,Insecta,233860
84814206,2021-06-26,43.6509646767,-79.4602339918,30,,Perenniporia ohiensis,Perenniporia ohiensis,奥地多年卧孔菌,Fungi,351713
84815913,2021-06-26,43.6526278619,-79.4598027445,30,,beaked hazelnut,Corylus cornuta,長喙榛,Plantae,53374
84835532,2021-06-26,43.6442866667,-79.457675,12,,Four-lined Plant Bug,Poecilocapsus lineatus,,Insecta,126211
84889002,2021-05-27,43.6497161692,-79.4587394633,30,,Glaucous Honeysuckle,Lonicera dioica,北美忍冬,Plantae,119808
84889576,2021-06-07,43.6403218923,-79.4593652182,35,,Mountain Maple,Acer spicatum,山枫,Plantae,116361
84890320,2021-06-07,43.6464422531,-79.4683238715,30,,Dryad's Saddle,Cerioporus squamosus,宽鳞多孔菌,Fungi,940028
84892653,2021-06-28,43.6478846546,-79.4662089584,4,,House Wren,Troglodytes aedon,莺鹪鹩,Aves,7562
84892757,2021-06-28,43.64808049,-79.4666093169,8,,Red-tailed Hawk,Buteo jamaicensis,红尾鵟,Aves,5212
84892877,2021-06-28,43.6470674789,-79.466241098,2,,Monarch,Danaus plexippus,君主斑蝶,Insecta,48662
84895433,2021-06-28,43.6440842977,-79.4577180528,513,,Gypsy Moth,Lymantria dispar,舞毒蛾,Insecta,47802
84912018,2021-06-28,43.6476545105,-79.4669772336,15,,Mordellistena trifasciata,Mordellistena trifasciata,,Insecta,225277
84912254,2021-06-28,43.6475251059,-79.4688402048,31,,Michigan lily,Lilium michiganense,,Plantae,223671
84912256,2021-06-28,43.6475251059,-79.4688402048,31,,wild asparagus,Asparagus officinalis,石刁柏,Plantae,60265
84938229,2021-06-28,43.6532395985,-79.4649153203,38,,Red-banded Leafhopper,Graphocephala coccinea,,Insecta,56925
84939929,2021-06-28,43.6528731473,-79.4627247682,31,,Black-bindweed,Fallopia convolvulus,卷茎蓼,Plantae,77129
84939970,2021-06-28,43.647799,-79.468293,23,,Dry Land Sedge,Carex siccata,,Plantae,160104
84940405,2021-06-28,43.6480485785,-79.4683270635,15,,Four-spotted Collops,Collops quadrimaculatus,,Insecta,203323
84940960,2021-06-28,43.6472727429,-79.4667337785,8,,Oxybelus uniglumis,Oxybelus uniglumis,,Insecta,127760
84941469,2021-06-28,43.6505858185,-79.4630654799,8,,Pennsylvania Dingy Ground Beetle,Harpalus pensylvanicus,,Insecta,147935
84952581,2021-06-02,43.65045,-79.462972,95,,Amphibolips quercusostensackenii,Amphibolips quercusostensackenii,,Insecta,1090186
84952587,2021-06-02,43.65045,-79.462972,95,,Aulagromyza cornigera,Aulagromyza cornigera,,Insecta,547110
84952592,2021-06-02,43.65045,-79.462972,95,,Contarinia cerasiserotinae,Contarinia cerasiserotinae,,Insecta,859253
84952596,2021-06-02,43.65045,-79.462972,95,,black cherry,Prunus serotina,野黑樱,Plantae,54834
84952603,2021-06-02,43.65045,-79.462972,95,,cherry casebearer,Coleophora pruniella,,Insecta,127397
84952611,2021-06-02,43.65045,-79.462972,95,,Eastern Cottonwood,Populus deltoides,美洲黑杨,Plantae,52119
84952622,2021-06-02,43.65045,-79.462972,95,,Red Nail Gall Mite,Eriophyes tiliae,,Arachnida,319872
84952676,2021-06-02,43.65045,-79.462972,95,,white oak,Quercus alba,美洲白橡,Plantae,54779
84960779,2021-06-28,43.6526168857,-79.4638008624,99,,bittersweet nightshade,Solanum dulcamara,欧白英,Plantae,55620
84960908,2021-06-29,43.6531638269,-79.4500586374,48,,tree-of-heaven,Ailanthus altissima,臭椿,Plantae,57278
84965721,2021-06-29,43.6361525278,-79.4465213234,225,,white campion,Silene latifolia,叉枝蝇子草,Plantae,79109
84965865,2021-06-29,43.6364627537,-79.4488847629,3,,Catnip,Nepeta cataria,假荆芥,Plantae,48622
84980640,2021-06-27,43.6505736904,-79.4742960337,516,,Red-banded Leafhopper,Graphocephala coccinea,,Insecta,56925
84981941,2021-06-23,43.6511828934,-79.4624118989,86,,hairy beardtongue,Penstemon hirsutus,毛叶钓钟柳,Plantae,166381
84981942,2021-06-23,43.651132865,-79.4621865906,44,,Essex Skipper,Thymelicus lineola,线豹弄蝶,Insecta,58484
84981948,2021-06-23,43.6510474701,-79.46213027,35,,Silver-spotted Skipper,Epargyreus clarus,饴弄蝶,Insecta,81559
84982103,2021-06-29,43.6531898435,-79.4651638882,16,,Polydrusus impressifrons,Polydrusus impressifrons,,Insecta,228590
84986067,2021-06-29,43.6491151958,-79.4614826053,8,,Gypsy Moth,Lymantria dispar,舞毒蛾,Insecta,47802
84987244,2021-06-29,43.6363831256,-79.4489493874,3,,fragrant sumac,Rhus aromatica,香盐麸木,Plantae,58738
84994861,2021-06-28,43.6477357413,-79.4684832805,15,,Common Dewberry,Rubus flagellaris,露莓,Plantae,69717
85037305,2021-06-28,43.6514432694,-79.4862050194,,,butterfly milkweed,Asclepias tuberosa,柳叶马利筋,Plantae,47912
85044554,2021-06-22,43.65287,-79.467925,11,,northern bush honeysuckle,Diervilla lonicera,黄锦带,Plantae,67983
85045170,2021-06-29,43.6539047324,-79.4485368474,65,,Grapevine Beetle,Pelidnota punctata,,Insecta,48259
85045665,2021-06-22,43.6526716667,-79.46823,4,,purple-flowered raspberry,Rubus odoratus,香花覆盆子,Plantae,62377
85110883,2021-06-30,43.6483238829,-79.4652943089,2,,Chipping Sparrow,Spizella passerina,棕顶雀鹀,Aves,9135
85111022,2021-06-30,43.647515337,-79.4657902132,8,,Silver-spotted Skipper,Epargyreus clarus,饴弄蝶,Insecta,81559
85111316,2021-06-30,43.6474915535,-79.4656586114,8,,Delaware Skipper,Anatrytone logan,,Insecta,58509
85111434,2021-06-30,43.6470118123,-79.4655943995,8,,Delaware Skipper,Anatrytone logan,,Insecta,58509
85111559,2021-06-30,43.6469294513,-79.4661927223,31,,Cooper's Hawk,Astur cooperii,库氏鹰,Aves,1579017
85111736,2021-06-30,43.6471739104,-79.4657304411,4,,Common Wood-Nymph,Cercyonis pegala,,Insecta,58606
85111901,2021-06-30,43.6471053902,-79.4660619546,4,,Eastern Eyed Click Beetle,Alaus oculatus,,Insecta,81706
85120394,2021-06-24,43.649787487,-79.4633375542,100,,Efferia aestuans,Efferia aestuans,,Insecta,61607
85120395,2021-06-24,43.6454383333,-79.4655466667,,,Rose Curculio,Merhynchites bicolor,,Insecta,70051
85120396,2021-06-24,43.646855,-79.4652516667,,,Tumbling Ragdoll,Mordella marginata,,Insecta,225244
85120399,2021-06-24,43.6465728025,-79.4677510914,50,,Laphria sericea,Laphria sericea,,Insecta,894742
85120400,2021-06-24,43.6500156125,-79.4633028787,100,,Efferia aestuans,Efferia aestuans,,Insecta,61607
85138629,2021-06-24,43.6519612756,-79.4632118737,197,,Nearctic Blue Mud-dauber Wasp,Chalybion californicum,加州蓝泥蜂,Insecta,133790
85145597,2021-06-30,43.6515761009,-79.4759284542,2020,,Mourning Cloak,Nymphalis antiopa,黄缘蛱蝶,Insecta,56832
85149549,2021-06-30,43.6494448,-79.4897024,,,Virginia creeper,Parthenocissus quinquefolia,五叶地锦,Plantae,50278
85149706,2021-06-30,43.6492337997,-79.4899369997,,,fall phlox,Phlox paniculata,天蓝绣球,Plantae,117437
85155167,2021-06-30,43.6373339201,-79.4559452292,8,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
85163536,2021-06-30,43.6554582178,-79.4671797752,12,,Rainieria antennaepes,Rainieria antennaepes,,Insecta,349811
85164363,2021-06-30,43.6479548703,-79.4668652509,4,,Eastern Amberwing,Perithemis tenera,美东琥珀蜻,Insecta,59776
85166480,2021-06-30,43.64856,-79.4633983333,,,Banded Hairstreak,Satyrium calanus,,Insecta,58539
85197940,2020-12-20,43.6430466667,-79.458855,21,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
85200943,2021-07-01,43.650650278,-79.4601594782,1632,,Indigo Bunting,Passerina cyanea,靛蓝彩鹀,Aves,10227
85202459,2021-06-30,43.6478783333,-79.465325,4,,New Jersey tea,Ceanothus americanus,,Plantae,129315
85202472,2021-06-30,43.6470633333,-79.4657366667,4,,Indian blanket,Gaillardia pulchella,天人菊,Plantae,51768
85202588,2021-06-30,43.647095,-79.4660033333,4,,wild bergamot,Monarda fistulosa,拟美国薄荷,Plantae,85320
85202669,2021-06-22,43.65263,-79.4684666667,4,,red-berried elder,Sambucus racemosa,欧洲接骨木,Plantae,57824
85202778,2021-06-11,43.6498866667,-79.4681783333,8,,multiflora rose,Rosa multiflora,野蔷薇,Plantae,78882
85206029,2021-05-16,43.6506313462,-79.467949665,34,,Northern Flicker,Colaptes auratus,北扑翅鴷,Aves,18236
85225267,2021-07-01,43.6526333815,-79.462691769,9,,orange day-lily,Hemerocallis fulva,萱草,Plantae,126583
85225360,2021-07-01,43.6467690832,-79.4625408417,302,,Plathemis lydia,Plathemis lydia,普通白尾蜻,Insecta,84549
85231738,2021-07-01,43.6531745863,-79.4629593194,25,,Eastern Calligrapher,Toxomerus geminatus,,Insecta,126532
85232211,2021-07-01,43.653226499,-79.4637472183,94,,Banded Longhorn Beetle,Typocerus velutinus,,Insecta,131862
85232285,2021-07-01,43.6532010278,-79.4631279632,85,,Eastern Cottontail,Sylvilagus floridanus,东部棉尾兔,Mammalia,43111
85232546,2021-07-01,43.6529572317,-79.4636432827,220,,Small Milkweed Bug,Lygaeus kalmii,卡氏红长蝽,Insecta,62045
85234512,2021-07-01,43.6471283333,-79.4657666667,5,,Indian blanket,Gaillardia pulchella,天人菊,Plantae,51768
85235413,2021-07-01,43.6492664518,-79.4703565844,8,,Green Frog,Lithobates clamitans,绿噪蛙,Amphibia,65982
85235527,2021-07-01,43.6458564638,-79.4696232687,31,,Black-crowned Night-Heron,Nycticorax nycticorax,夜鹭,Aves,4981
85244843,2021-07-01,43.6406375867,-79.4605911106,34,,Red Milkweed Beetle,Tetraopes tetrophthalmus,马利筋红天牛,Insecta,118559
85245437,2021-07-01,43.6405823866,-79.4605757992,82,,Monarch,Danaus plexippus,君主斑蝶,Insecta,48662
85245476,2021-07-01,43.6405672508,-79.4607104119,29,,Eastern Pondhawk,Erythemis simplicicollis,绿绯蜻,Insecta,61495
85245613,2021-07-01,43.6399994303,-79.460730289,1538,,Blue Dasher,Pachydiplax longipennis,长翼厚蜻,Insecta,59774
85245644,2021-07-01,43.6407132085,-79.4608489721,453,,Banded Hairstreak,Satyrium calanus,,Insecta,58539
85245745,2021-07-01,43.6407010603,-79.4607162093,22,,Blue Dasher,Pachydiplax longipennis,长翼厚蜻,Insecta,59774
85246075,2021-07-01,43.6421749511,-79.4591313624,11835,,Eastern Pondhawk,Erythemis simplicicollis,绿绯蜻,Insecta,61495
85252205,2021-07-01,43.6402550951,-79.4594980767,63,,Gypsy Moth,Lymantria dispar,舞毒蛾,Insecta,47802
85252302,2021-07-01,43.6402543299,-79.4620619217,168,,Green Frog,Lithobates clamitans,绿噪蛙,Amphibia,65982
85252335,2021-07-01,43.6405131927,-79.4621239972,64,,Blue Dasher,Pachydiplax longipennis,长翼厚蜻,Insecta,59774
85255595,2021-07-01,43.6446633235,-79.4685065746,15,,Common Grackle,Quiscalus quiscula,紫拟掠鸟,Aves,9602
85255639,2021-07-01,43.6527418169,-79.4636623934,332,,Common Wood-Nymph,Cercyonis pegala,,Insecta,58606
85255882,2021-07-01,43.6529402508,-79.4642856717,150,,Grapevine Beetle,Pelidnota punctata,,Insecta,48259
85256005,2021-07-01,43.6440871028,-79.4683925995,31,,swamp milkweed,Asclepias incarnata,沼泽乳草,Plantae,125381
85256179,2021-07-01,43.6438131845,-79.4681068783,31,,Great Willowherb,Epilobium hirsutum,柳叶菜,Plantae,84517
85256285,2021-07-01,43.6438480725,-79.4680500297,8,,Eastern Forktail,Ischnura verticalis,,Insecta,84722
85257722,2021-07-01,43.6437346251,-79.4679317707,15,,Eastern Forktail,Ischnura verticalis,,Insecta,84722
85257930,2021-07-01,43.6441664413,-79.4683992863,31,,Eastern Forktail,Ischnura verticalis,,Insecta,84722
85258050,2021-07-01,43.6442265983,-79.4684144912,15,,Red-winged Blackbird,Agelaius phoeniceus,红翅黑鹂,Aves,9744
85258199,2021-07-01,43.6438165124,-79.4691833086,31,,Black-crowned Night-Heron,Nycticorax nycticorax,夜鹭,Aves,4981
85258310,2021-07-01,43.6442468792,-79.468370014,31,,Fragile Forktail,Ischnura posita,,Insecta,103498
85258363,2021-06-27,43.6445922852,-79.4637069702,1551,,Yellow-thighed Bentbristle,Neoitamus flavofemoratus,,Insecta,61653
85258432,2021-07-01,43.6490475899,-79.4703230509,15,,Great Crested Flycatcher,Myiarchus crinitus,大冠蝇霸鹟,Aves,16028
85259227,2021-05-15,43.6525586691,-79.491425925,15,,Jaseur d'Amérique,Bombycilla cedrorum,雪松太平鸟,Aves,7428
85259705,2021-05-15,43.6528749992,-79.4922252242,54,,pic chevelu,Leuconotopicus villosus,多毛啄木鸟,Aves,1651487
85259824,2021-05-16,43.6485586011,-79.4690869156,86,,Bruant à gorge blanche,Zonotrichia albicollis,白喉带鹀,Aves,9184
85264115,2021-07-01,43.6414111111,-79.4705055556,5,,black raspberry,Rubus occidentalis,喜阴悬钩子,Plantae,125489
85264116,2021-07-01,43.6413722222,-79.4705583333,5,,wild bergamot,Monarda fistulosa,拟美国薄荷,Plantae,85320
85264120,2021-07-01,43.6413638889,-79.4706027778,5,,Butternut,Juglans cinerea,灰胡桃,Plantae,54792
85264122,2021-07-01,43.6413305556,-79.47065,4,,narrow-leaved cattail,Typha angustifolia,水烛,Plantae,60316
85264125,2021-07-01,43.6413111111,-79.4702527778,65,,tree-of-heaven,Ailanthus altissima,臭椿,Plantae,57278
85264126,2021-07-01,43.6415583333,-79.4709333333,5,,Wood Duck,Aix sponsa,林鸳鸯,Aves,7107
85265463,2021-07-01,43.6460788614,-79.4623256475,141,,Monarch,Danaus plexippus,君主斑蝶,Insecta,48662
85265792,2021-07-01,43.641625,-79.4709472222,5,,common hackberry,Celtis occidentalis,美洲朴树,Plantae,54857
85265794,2021-07-01,43.6416277778,-79.4709472222,5,,Hackberry Nipplegall Psyllid,Pachypsylla celtidismamma,,Insecta,322972
85265798,2021-07-01,43.6416972222,-79.4715805556,5,,orange day-lily,Hemerocallis fulva,萱草,Plantae,126583
85265801,2021-07-01,43.6417083333,-79.4715416667,5,,bittersweet nightshade,Solanum dulcamara,欧白英,Plantae,55620
85265803,2021-07-01,43.6417722222,-79.4715888889,5,,Недотрога железистая,Impatiens glandulifera,喜马拉雅凤仙花,Plantae,47892
85265809,2021-07-01,43.6421916667,-79.4717638889,6,,Norway maple,Acer platanoides,挪威槭,Plantae,54763
85265810,2021-07-01,43.6418833333,-79.4713222222,5,,orchard grass,Dactylis glomerata,鸭茅,Plantae,52720
85265811,2021-07-01,43.6421777778,-79.4721222222,15,,black cherry,Prunus serotina,野黑樱,Plantae,54834
85265815,2021-07-01,43.6422611111,-79.4720833333,10,,eastern skunk cabbage,Symplocarpus foetidus,北美臭菘,Plantae,48961
85265817,2021-07-01,43.6422472222,-79.4725194444,6,,sensitive fern,Onoclea sensibilis,球子蕨,Plantae,82576
85265824,2021-07-01,43.64235,-79.4726777778,5,,tall meadow-rue,Thalictrum pubescens,柔毛唐松草,Plantae,128715
85265829,2021-07-01,43.6428,-79.4727333333,5,,tree-of-heaven,Ailanthus altissima,臭椿,Plantae,57278
85265831,2021-07-01,43.6432333333,-79.4739388889,5,,rusałka admirał,Vanessa atalanta,优红蛱蝶,Insecta,49133
85265832,2021-07-01,43.6426861111,-79.4733111111,4,,Cepaea,Cepaea,葱蜗牛属,Mollusca,48587
85265834,2021-07-01,43.6432444444,-79.4739083333,5,,creeping thistle,Cirsium arvense,丝路蓟,Plantae,60132
85265835,2021-07-01,43.6433222222,-79.4739083333,5,,Common Green Darner,Anax junius,峻伟蜓,Insecta,67731
85265837,2021-07-01,43.6420111111,-79.4729472222,62,,purple-flowered raspberry,Rubus odoratus,香花覆盆子,Plantae,62377
85265840,2021-07-01,43.6433111111,-79.4739083333,4,,sulphur cinquefoil,Potentilla recta,直立委陵菜,Plantae,62211
85265841,2021-07-01,43.6434638889,-79.4738166667,5,,stipitate-glandular field sowthistle,Sonchus arvensis arvensis,,Plantae,80219
85265844,2021-07-01,43.6423332891,-79.4697952194,8,,Eastern Chipmunk,Tamias striatus,东美花鼠,Mammalia,46217
85265992,2021-07-01,43.6531093315,-79.4645250589,189,,Eight-spotted Forester Moth,Alypia octomaculata,,Insecta,84950
85266075,2021-07-01,43.64263,-79.4739533333,5,,Northern Cardinal,Cardinalis cardinalis,北美红雀,Aves,9083
85266164,2021-07-01,43.6427083333,-79.4740133333,5,,Cabbage White,Pieris rapae,菜粉蝶,Insecta,55626
85266470,2021-07-01,43.6530004116,-79.463746883,276,,Northeastern Hammertail,Efferia aestuans,,Insecta,61607
85267531,2021-07-01,43.6527942152,-79.4644435868,117,,Seven-spotted Lady Beetle,Coccinella septempunctata,七星瓢虫,Insecta,51702
85269849,2021-07-01,43.6443708521,-79.4919543341,379,,Gypsy Moth,Lymantria dispar,舞毒蛾,Insecta,47802
85270140,2021-07-01,43.6448170257,-79.4922198728,1025,,Red-tailed Hawk,Buteo jamaicensis,红尾鵟,Aves,5212
85270647,2021-07-01,43.645131456,-79.4923020154,477,,Dryad's Saddle,Cerioporus squamosus,宽鳞多孔菌,Fungi,940028
85280955,2021-07-01,43.6534644721,-79.4629827887,86,,Common Red Soldier Beetle,Rhagonycha fulva,,Insecta,62456
85281010,2021-07-01,43.6532114589,-79.4642273337,299,,Japanese Beetle,Popillia japonica,日本弧丽金龟,Insecta,67760
85284885,2021-07-01,43.651195655,-79.4622956148,8,,Ectemnius cephalotes,Ectemnius cephalotes,,Insecta,546950
85285307,2021-07-01,43.6415339969,-79.4622244787,398,,Eastern Garter Snake,Thamnophis sirtalis sirtalis,剑纹带蛇指名亚种,Reptilia,28365
85285329,2021-07-01,43.6407510429,-79.4624316159,195,,Eastern Forktail,Ischnura verticalis,,Insecta,84722
85285348,2021-07-01,43.6407191235,-79.4622021637,624,,Eastern Forktail,Ischnura verticalis,,Insecta,84722
85285370,2021-07-01,43.640936427,-79.4622579682,148,,Blue Dasher,Pachydiplax longipennis,长翼厚蜻,Insecta,59774
85287733,2021-06-05,43.6435743975,-79.4678852646,34,,Bluegill,Lepomis macrochirus,蓝鳃太阳鱼,Actinopterygii,49591
85289020,2021-06-20,43.646773032,-79.4659540898,34,,Northern Flicker,Colaptes auratus,北扑翅鴷,Aves,18236
85289370,2021-07-01,43.6403279512,-79.4620276246,1008,,Eastern Forktail,Ischnura verticalis,,Insecta,84722
85289658,2021-07-01,43.641820189,-79.4633396127,2163,,Bumble Bee Mimic Robber Fly,Laphria thoracica,,Insecta,61595
85290758,2021-07-01,43.651195655,-79.4622956148,8,,Nematodes atropos,Nematodes atropos,,Insecta,549281
85291518,2021-07-01,43.6481153371,-79.4622666579,1599,,House Finch,Haemorhous mexicanus,美洲家朱雀,Aves,199840
85291602,2021-07-01,43.6391133333,-79.4626083333,5,,fragrant sumac,Rhus aromatica,香盐麸木,Plantae,58738
85291664,2021-07-01,43.651195655,-79.4622956148,8,,Dusky-winged Hover Fly,Ocyptamus fuscipennis,,Insecta,362836
85306145,2021-07-01,43.651195655,-79.4622956148,8,,Imported Long-horned Weevil,Calomycterus setarius,小卵象,Insecta,215778
85307058,2021-06-28,43.6488671017,-79.4689219976,15,,Grape Tumid Gallmaker Midge,Vitisiella brevicauda,,Insecta,626367
85319268,2021-07-01,43.6421096047,-79.4797129218,65,,Baltimore Oriole,Icterus galbula,橙腹拟鹂,Aves,9346
85319390,2021-06-27,43.642085087,-79.4797113777,65,,Downy Woodpecker,Dryobates pubescens,绒啄木鸟,Aves,792988
85325866,2021-07-01,43.641932,-79.468886,50,,chokecherry,Prunus virginiana,美洲稠李,Plantae,54835
85329303,2021-07-01,43.6419194444,-79.4691694444,5,,Black Swallowtail,Papilio polyxenes,珀凤蝶,Insecta,58523
85329305,2021-07-01,43.6418805556,-79.4690638889,5,,Silver-spotted Skipper,Epargyreus clarus,饴弄蝶,Insecta,81559
85329306,2021-07-01,43.6414555556,-79.4702305556,4,,Virginia Creeper Clearwing,Albuna fraxini,,Insecta,172873
85341319,2021-07-01,43.6514306329,-79.4646383822,74,,Chipping Sparrow,Spizella passerina,棕顶雀鹀,Aves,9135
85375412,2021-07-02,43.641932,-79.468886,50,,Monarch,Danaus plexippus,君主斑蝶,Insecta,48662
85383357,2021-07-02,43.6465771911,-79.4671628208,8,,Blue Dasher,Pachydiplax longipennis,长翼厚蜻,Insecta,59774
85383700,2021-07-02,43.6470472401,-79.4659361415,4,,wild bergamot,Monarda fistulosa,拟美国薄荷,Plantae,85320
85383926,2021-07-02,43.6471466792,-79.4657579224,4,,Catnip,Nepeta cataria,假荆芥,Plantae,48622
85384351,2021-07-02,43.6479307832,-79.466915788,8,,Blue Dasher,Pachydiplax longipennis,长翼厚蜻,Insecta,59774
85384590,2021-07-02,43.647881068,-79.4662086978,8,,Black Saddlebags,Tramea lacerata,黑斜痣蜻,Insecta,52865
85384819,2021-07-02,43.6479087863,-79.4670152844,8,,Twelve-spotted Skimmer,Libellula pulchella,,Insecta,81495
85403641,2021-06-20,43.6474639764,-79.4702134403,34,,Wood Duck,Aix sponsa,林鸳鸯,Aves,7107
85404278,2021-06-05,43.6474639764,-79.4702134403,34,,Mallard,Anas platyrhynchos,绿头鸭,Aves,6930
85406114,2021-05-26,43.6474639764,-79.4702134403,34,,American Beaver,Castor canadensis,北美河貍,Mammalia,43794
85406728,2021-07-02,43.6484411529,-79.4697629572,15,,stickseed,Hackelia virginiana,,Plantae,128620
85406729,2021-07-02,43.6484411529,-79.4697629572,15,,shinleaf,Pyrola elliptica,椭圆鹿蹄草,Plantae,82515
85406944,2021-07-02,43.651195655,-79.4622956148,8,,Dark Mullein,Verbascum nigrum,,Plantae,56164
85407380,2021-07-02,43.651195655,-79.4622956148,8,,fairy pins,Phaeocalicium polyporaeum,,Fungi,127377
85407563,2021-06-20,43.6475222017,-79.4696340834,34,,Gypsy Moth,Lymantria dispar,舞毒蛾,Insecta,47802
85407661,2021-06-05,43.6476173027,-79.4696287194,34,,Gypsy Moth,Lymantria dispar,舞毒蛾,Insecta,47802
85408620,2021-07-02,43.651195655,-79.4622956148,8,,Entomophaga maimaiga,Entomophaga maimaiga,,Fungi,550538
